text,type
"Schnelle Anwicklung, transparenter und schlanker Prozess und ein Berater, der meine Situation versteht und eine Lösung anbietet und auch umsetzt!",Initiativ
"Schnelle Bearbeitung, nette Ansprechpartner, reibungsloser Ablauf! Keine Optimierung aus unserer Sicht notwendig!",Initiativ
Schnelle Reaktion auf meine Anfrage und kompetente Beratung,Dominant
"Schnelle und unkomplizierte Finanzieung, wir danken!",Dominant
Schnelle und unkomplizierte Lösung in kurzer Zeit. Kann ich nur weiter empfehlen.,Stetig
Schnelle und unkomplizierte Unterstützung. Wir waren sehr zufrieden mit dem lösungsorientierten Vorgehen.,Dominant
Schnelle Vermittlung des Finanzierungspartners. Wir waren sehr zufrieden.,Initiativ
"Schnelle, unbürokratische Abwicklung.
Kompetente, persönliche Ansprechpartner.
Nur zu empfehlen !",Stetig
"Schnelle, unkomplizierte Bearbeitung, kompetente Beratung. Konkrete Antworten, keine Hinhaltemethoden..., praktische Tipps.",Dominant
schneller Reibungsloser Kontakt. Sehr nette und kompetente Ansprechpartner. Sehr gute Erreichbarkeit. Ich kann nur eine Top-Empfehlung aussprechen,Initiativ
Schnelles und unkompliziertes Verfahren ohne endloses Zahlenmaterial einreichen zu müssen.,Dominant
"Sehr engagierte Mitarbeiter, die sich um jedes Problem zeitnah kümmern.",Dominant
"Sehr engagierte und hilfsbereite Mitarbeiter - wir bedanken uns, gerne wieder!",Stetig
"Sehr engagierter und dienstleistungsorientierter Service!
Vielen Dank!",Dominant
"sehr freundlich, schnell und kompetent.
meine fragen wurden schnell beantwortet und ich hab hier die besten konditionen bekommen.
sehr zu empfehlen",Stetig
Sehr freundlicher Mitarbeiter und immer bemüht eine Lösung zu finden. Nur zu empfehlen.,Initiativ
"Sehr geehrte Damen und Herren von unternehmen, recht herzlichen Dank für die Hilfe bei der erfolgreichen Suche nach einem Einkaufsfinanzierer. Wir sind mit der Auswahl, die für uns getroffen wurde, sehr zufrieden. Die Abwicklung und Umsetzung unseres Finanzierungswunsches wurde in vollem Umfang durch unseren Betreuer, Herrn ***, umgesetzt. Gern werden wir wieder eine erneute Anfrage wieder bei unternehmen platzieren. Eins A, einfach spitze. Kann jederzeit von uns weiter empfohlen werden.",Initiativ
"Sehr geehrte Damen und Herren,

wir wurden nach unserer Anfrage per Mail umgehend zurückgerufen.
Unser Anliegen wurde zügig geprüft und bearbeitet. Die Mitarbeiter waren immer sehr freundlich und hilfsbereit.
Wir fühlten uns zu jeder Zeit dort gut aufgehoben",Stetig
"Sehr gute Beratung, uns wurde freundlich und schnell bei einer Lösungsfindung geholfen.",Stetig
"Sehr gute Dienstleistung, schneller Prozess",Dominant
"Sehr gute Erfahrung, kurze Reaktionszeit, fundierte Auskunft und kompetente Hilfe.
Kann ich sehr gerne weiterempfehlen",Stetig
"Sehr gute Überblick über mögliche Finanzierungsmodelle
Gutes Angebot an Finanzierungspartnern bei jedem Modell
Sehr schnelles Feedback
Sehr guter persönlicher Kontakt",Initiativ
"Sehr gute und freundliche Begleitung bei der Angebotsfindung. Es ging alles sehr schnell, reibungslos und unkompliziert. Die telefonische Beratung war sehr gut, sehr persönlich und fair.",Initiativ
"Sehr gute und schnelle Bearbeitung.
Von Anfrage bis zur Auszahlung dauerte es nur 5 Werktage.",Gewissenhaft
Sehr gute Zusammenarbeit und kompetenter Ansprechpartner,Initiativ
"Sehr kompetent, schnelle Bearbeitung, sehr daran interessiert ein Problem zu lösen,
vielen Dank für die schnelle unbürokratische und kompetente Beratung und Hilfestellung.",Gewissenhaft
"Sehr kompetent, sehr freundlich und durch die gute Vernetzung immer in der Lage, das passende Finanzierungs- /Investitionskonzept auf uns anzupassen. Top!",Initiativ
"Sehr kompetente Begleitung, gute Konditionen und interessante neue Lösungen. Wir sind sehr zufrieden!",Initiativ
"Sehr kompetente und fleißige Mitarbeiter. Zeitnahe Bearbeitungszeiten. Benötigte Unterlagen werden im Vorhinein besprochen. Kein unnötiges Nachkarren von Dingen, die nicht auf dem Bildschirm waren.",Stetig
Sehr kompetentes und individuell auf die Situation angepasstes Gespräch. Schnelle Bearbeitung.,Stetig
Sehr motivierte Mitarbeiter mit gutem Fachwissen. Zeitnahe Bearbeitung und Information über den Stand der Anfragen. Konditionen sind marktüblich.,Gewissenhaft
"Sehr nette, freundliche und Hilfsbereite Mitarbeiter, wir werden unternehmen wenn es nötig sein sollte immer wieder in Anspruch nehmen.
Sehr empfehlenswert.",Stetig
"Sehr positive Erfahrung gemacht, kann ich nur weiterempfehlen",Initiativ
Sehr positive Erfahrung gemacht. Nach kurzer Internetrecherche auf unternehmen gestoßen und nach einem kurzen Telefonat und Dokumentenaustausch hatte ich eine Woche später drei Angebote vorliegen. So schnell hab ich das außerhalb der Hausbank noch nicht erlebt und kann den Service nur weiter empfehlen.,Initiativ
"Sehr professionell, immer am Telefon nachfragend, sehr bemüht weitere Lösungen zu finden. Bis Ergebnisse da, klasse!",Initiativ
"Sehr schnelle Abwicklung, der Berater hat sich toll um alles gekümmert. Der Aufwand für die Abwicklung war sehr gering. Besten Dank für alles",Stetig
"Sehr schnelle Bearbeitung und was das wichtigste ist, es kommt auch zum Erfolg.
Das Team ist sehr freundlich und kompetent.
Ich würde unternehmen jederzeit weiterempfehlen.

Vielen Dank für die Klasse Beratung",Initiativ
sehr schnelle Reaktionszeit-100 % eingehalten was versprochen wurde - TOP,Initiativ
"Sehr schnelle und individuelle , der Situation angemessenen , Beratung und Kreditvergabe.",Gewissenhaft
"Sehr schneller Prozess, gerne wieder!",Dominant
Sehr unkomplizierte Abwicklung! Sehr sehr sehr zu empfehlen,Initiativ
Sehr Zufrieden,Stetig
Seriöse und Professionelle Antragstellung und Abwicklung!,Dominant
"Stressfreie, sehr einfache und schnelle Kredit- bzw. Leasing- oder Mietkaufvermittlung durch freundliche Berater der Firma unternehmen. Seriös und empfehlenswert.",Initiativ
Super Dienstleistung!,Initiativ
"Super Erfahrung gemacht, kann ich empfehlen und werde in Zukunft wieder auf unternehmen zukommen!",Initiativ
"Super schnell, kompetent,bin zu 100% zufrieden.",Initiativ
Super schnelle Bearbeitung meines Forderungsverkaufs,Initiativ
Super service und Beratung!,Initiativ
Super Service! Hat erstaunlich gut geklappt. Gerne beim nächsten mal wieder.,Initiativ
"Super Service, gerne wieder!",Initiativ
"Super service, sehr zügige Abwicklung - kann ich nur empfehlen!",Initiativ
Super!,Initiativ
Superschnelle und sehr unbürokratische Hilfe bei der Wachstumshilfe für unsere Firma. Sehr aufgeschlossenes und kompetentes Team und tolle Administration über ein leicht zu bedienendes und verständliches Online-Portal. So sieht die Finanzierungsberatung und -begleitung der Zukunft aus.,Initiativ
Top Service für unsere Bedürfnisse,Initiativ
"top service, immer schnell geantwortet und auch bei kniffligen fragen sehr gut beraten. gerne wieder",Initiativ
Trotz einer angespannten Lage im Unternehmen konnte uns unternehmen einen Überbrückungskredit vermitteln. Wir sagen Danke!,Gewissenhaft
"Trotz unseres starken Wachstums konnte mir der Factoringvergleich von unternehmen einen Partner geben, der mir eine größere Linie als angefragt geben konnte",Gewissenhaft
"Über unternehmen haben wir sehr schnell und unkompliziert eine Finanzierung erhalten. Die Beratung empfanden wir als sehr freundlich, kompetent und zielorientiert. Vielen Dank nochmal!",Stetig
Über unternehmen konnten wir eine neue Hausbank finden und mit dieser einen Altkredit günstig refinanzieren. Äußerst kompetente Beratung - wir bleiben auf jeden Fall in Kontakt.,Gewissenhaft
"Überschaubarer Aufwand bei Beschreibung des Finanierungsanlasses sowie Umfang der mit zu liefernden Unterlagen
Guter und angenehmer persönlicher Kontakt mit professionellem Ansprechpartner
Transparenz während der Ansprechphase bei geeignet erscheinenden FInanzierungspartnern

Mglw. weil es schon so lange zurück liegt würde ich mir wünschen zu Beginn etwas mehr zu erfahren über Was machen wir und wie machen wir es, vom Anfang bis zum Ende (ist als Anregung zum Hinterfragen gemeint)",Gewissenhaft
"unkompliziert, schnell und direkt",Dominant
"Unkompliziert, schnell, professionell, sehr gerne wieder",Dominant
Unkomplizierter und schneller Prozess. Unser unbesichertes Darlehen zur Wachstumsfinanzierung war innerhalb von einer Woche auf dem Konto. Kann ich nur weiter empfehlen!,Gewissenhaft
Uns wurde schnell und freundlich geholfen. Danke dafür!,Stetig
Unsere Anfragen wurden schnell bearbeitet. Gerne würden wir sie weiterempfehlen.,Stetig
"Unternehmerisch, schnell, unkompliziert und dabei auch noch erfolgreich!",Dominant
Vertrag unkompliziert und schnell vermittelt,Dominant
"Von Anfang an war die Kompetenz des Mitarbeiters auf dem höchsten Niveau, nochmals vielen Dank Herr Jücker. Es lief alles sehr schnell und reibungslos.",Initiativ
"Von der Anfrage bis zur Auszahlung eines Kredits hat unternehmen nur 5 Tage gebraucht, sowas habe ich in dem Tempo noch nicht erlebt - Vielen Dank.",Initiativ
Von der freundlichen & kompetenten Beratung am Telefon bis zum raschen Abschluss - alles lief wie abgesprochen und daher können wir den Service nur weiter empfehlen!,Initiativ
Von der raschen Aufnahme über eine schnelle Abwicklung - der unternehmen Prozess hat uns zügig und unkompliziert einen passenden Kredit verschafft.,Gewissenhaft
"War alles gut so, gerne wieder.",Stetig
War sehr zufrieden und werde wieder auf diesen Service zurückkommen.,Stetig
"Was für ein Service - wir hatten schon ein Angebot der Hausbank vorliegen, welches von unternehmen innerhalb kürzester Zeit unterboten wurde. Kann ich nur empfehlen! Werde bei künftigen Bedarf wieder auf unternehmen zugehen.",Initiativ
"Wir haben eine sehr positive Erfahrung gemacht, unternehmen und der Berater Herr *** haben sich sehr intensiv mit unserer Anfrage eingesetzt, sehr angenehme und effektive Kommunikation. Das Internet Portal ist sehr nützlich und transparent.",Stetig
Wir haben unternehmen als einen engagierten und kompetenten Partner für Unternehmensfinanzierung kennen gelernt. Schnell und professionell. Wir waren sehr zufrieden. Vielen Dank,Initiativ
"Wir haben mit der unternehmen sehr freundliche und kompetente Gespräche geführt. Diese Gespräche führten sehr schnell zur Erfüllung unserer Kreditwünsche. Für uns gibt es keinen Anlass etwas negatives zu unseren Anliegen zu sagen. Das Gegenteil ist der Fall, wir sind von A - Z zufrieden gestellt worden und können unternehmen in jedem Falle weiter empfehlen.",Initiativ
"Wir hatten ein Hausbank Angebot vorliegen, welches unternehmen innerhalb kürzester Zeit unterboten hatten - Respekt vor der Dynamik und Entschlossenheit.",Initiativ
"Wir hatten kurzfristige Liquiditätsprobleme und benötigten eine rasche Kreditzusage. Diese wurde uns geliefert, daher kann ich unternehmen nur weiter empfehlen",Stetig
"Wir hatten mit unternehmen einen verlässlichen Partner, der uns kompetent beraten hat und uns die richtigen Plattformen empfohlen hat.",Stetig
"Wir können unternehmen nur weiterempfehlen!
Ein fester Ansprechpartner, der kompetent und zielführend die Interessen seiner Kunden vertritt, ist für jeden Antragsteller ein Asset. Nach sehr angenehmen Gesprächen wurde schnell und unkompliziert nach unseren Vorgaben und Wünschen agiert und eine Finanzierung sichergestellt. Auch in Folgegesprächen zeigte sich die deutliche Flexibilität ggü. Banken, so dass wir mit Sicherheit gern wieder auf unternehmen zurückgreifen.",Initiativ
Wir sind eine Langzeitautovermietung und arbeiten mit Firma unternehmen seit ca. 6 Monaten zusammen. Mit der Betreuung sind wir mehr als zufrieden.,Gewissenhaft
"Wir sind mehr als zufrieden. Tolle Kommunikation, schnelle Bearbeitung der Anfrage, persönliche Betreuung und Ansprechpartner, die jederzeit erreichbar sind. Besser geht nicht. Gäbe es mehr Sterne, würden wir mehr geben. 
Danke",Initiativ
Wir sind sehr zufrieden mit dem gesamtem Ablauf bei unternehmen. Machen wir gerne wieder,Stetig
"Wir sind sehr zufrieden mit dem Prozessablauf. Die Gespräche waren sehr angenehm und Zielorientiert.
Schnelle Abwicklung und sehr kompetente Beratung, Wir werden mit unternehmen auch in Zukunft weiterarbeiten.",Gewissenhaft
Wir waren sehr zufrieden mit dem schnellen und kompetenten Service von unternehmen.,Dominant
"Wir waren sehr zufrieden mit der Beratung und überrascht, wie schnell die Finanzierung zustande kam.",Initiativ
"Wir wurden umfassend und gut beraten und betreut.
Mit dem Ergebnis und der vermittelten Finanzierung sind wir sehr zufrieden!!!",Stetig
Zeitnahe und gute Betreuung.,Dominant
"Zeitnaher und höflicher Service. Finetrading wurde gefunden, leider hat die Höhe nicht ausgereicht, deshalb 4 von 5 Sternen.
Gerne wieder!",Stetig
